"","text","favoriteCount","replyToSN","screenName","retweetCount","date.stamp","weekday"
"6837"," Fantastic choice, Jason! What did you think of this brew?",0,"jasonholderbaum","BlueMoonBrewCo",0,2017-05-11 13:18:41,"Thurs"
"6838"," Cheers, Jorge! ������",1,"JorgeL_C","BlueMoonBrewCo",0,2017-05-11 13:17:00,"Thurs"
"6839"," Awesome choice, Matt! What did you think?",0,"MattLicklider","BlueMoonBrewCo",0,2017-05-11 13:16:35,"Thurs"
"6840"," Hope you enjoyed your brew, Rafael. Cheers!",1,"mottarapp","BlueMoonBrewCo",0,2017-05-11 13:15:31,"Thurs"
"6841"," You're in luck, Jeff! 6 packs of this variety will be hitting the shelves in September ������",0,"OSI_PI","BlueMoonBrewCo",0,2017-05-11 13:11:36,"Thurs"
"6842"," Excellent choice! Cheers ������",0,"MIDKNIGHT6","BlueMoonBrewCo",0,2017-05-11 13:04:23,"Thurs"
"6843"," Sounds perfect, Marcin! Enjoy ������",0,"marcin_wlezlak","BlueMoonBrewCo",0,2017-05-11 13:03:58,"Thurs"
"6844"," Sounds good to us! Cheers!",1,"nbaliva","BlueMoonBrewCo",0,2017-05-11 01:08:00,"Thurs"
"6845"," Great picture! Cheers!",0,"AnierMiryal","BlueMoonBrewCo",0,2017-05-10 19:16:53,"Wed"
"6846"," Awesome! We're so glad you enjoyed it. Cheers!",0,"namaman","BlueMoonBrewCo",0,2017-05-10 19:16:26,"Wed"
"6847"," Awesome choice of brew, Ryan! Hope you enjoyed it - Cheers! ������",1,"Sittig00GK","BlueMoonBrewCo",0,2017-05-10 13:20:59,"Wed"
"6848"," Yum! Hope you enjoyed your brew, Scotty. Cheers!",0,"_sDoTGaNNoN","BlueMoonBrewCo",0,2017-05-10 13:14:38,"Wed"
"6849"," We totally agree, Joe - This brew sure is delicious! Great picture ������",0,"BadMan_Tanksley","BlueMoonBrewCo",0,2017-05-10 13:14:11,"Wed"
"6850"," Nice choice, Chris! What did you think?",0,"namaman","BlueMoonBrewCo",0,2017-05-10 13:12:22,"Wed"
"6851"," Perfect choice - Glad we could be there to help! Cheers!",1,"bendermediasvcs","BlueMoonBrewCo",0,2017-05-10 13:12:00,"Wed"
"6852"," Now that's dedication! So glad you've been enjoying our Summer flavor! Cheers!",1,"BoogaPeters","BlueMoonBrewCo",0,2017-05-10 01:31:34,"Wed"
"6853"," Hey, Sabine! So glad to hear you're a fan! Cheers!",1,"MidnightsFury","BlueMoonBrewCo",0,2017-05-10 01:26:15,"Wed"
"6854"," Unfortunately, we didn't release it nationwide this year. We have some amazing spicy brews coming this Fall, stay tuned!",0,"GraesonSloop","BlueMoonBrewCo",0,2017-05-10 01:13:46,"Wed"
"6855"," And that makes us happy too! Cheers!",0,"everyoneactdead","BlueMoonBrewCo",0,2017-05-09 19:31:18,"Tues"
"6856"," That's so not cool, Erin! Give us a call at 1-800-253-6666, so we can help.",0,"ediddyyy","BlueMoonBrewCo",0,2017-05-09 19:30:34,"Tues"
"6857"," Nice pairing Lily, we approve of the tune too. Cheers!",0,"lilyinthelight","BlueMoonBrewCo",0,2017-05-09 19:19:25,"Tues"
"6858"," have you tried using our handy Brew locator?  Cheers!",0,"GraesonSloop","BlueMoonBrewCo",0,2017-05-09 19:18:20,"Tues"
"6859"," Nice office! We absolutely love that. Cheers!",0,"btrayn1","BlueMoonBrewCo",0,2017-05-09 13:31:42,"Tues"
"6860","  We love hearing that Chris! Glad you're a fan. Cheers!",1,"CSirvid33","BlueMoonBrewCo",0,2017-05-09 13:30:39,"Tues"
"6861"," What an amazing capture, Marc! Thanks for taking us with you. Cheers!",0,"College_Marc","BlueMoonBrewCo",0,2017-05-09 01:16:44,"Tues"
"6862"," Good Luck on your finals, McKenna!",2,"mck_ennae","BlueMoonBrewCo",1,2017-05-09 01:16:02,"Tues"
"6863"," Sounds pretty tasty! How do you like our new Summer Honey Wheat brew?",0,"CSirvid33","BlueMoonBrewCo",0,2017-05-08 19:09:15,"Mon"
"6864"," We're glad to see that you enjoyed it!",0,"andrewtouron","BlueMoonBrewCo",0,2017-05-08 19:06:34,"Mon"
"6865"," We feel the same way! ������������������������",1,"comfybones","BlueMoonBrewCo",0,2017-05-08 13:21:53,"Mon"
"6866"," Incredible picture! The best way to enjoy a Blue Moon. Thanks for sharing with us ������",1,"visitwpb","BlueMoonBrewCo",0,2017-05-08 13:20:43,"Mon"
"6867"," Every day is a great day when Blue Moon is involved! Cheers ������",1,"cannodrums","BlueMoonBrewCo",0,2017-05-08 13:19:03,"Mon"
"6868"," Cheers, Chris! ������",0,"Overmanc","BlueMoonBrewCo",0,2017-05-08 13:14:27,"Mon"
"6869"," Awesome picture! Hope you enjoyed your brew by the lake ������",0,"ResourcePtrs","BlueMoonBrewCo",0,2017-05-08 13:10:52,"Mon"
"6870"," Looks delicious, Mark! Hope you enjoyed it. Cheers ������",1,"markwcarr","BlueMoonBrewCo",0,2017-05-08 13:05:33,"Mon"
"6871"," Happy birthday, Mark! Hope it is a good one. Cheers!",1,"markwcarr","BlueMoonBrewCo",0,2017-05-08 01:20:46,"Mon"
"6872"," That is what we like to hear, Andrew! Cheers!",0,"UMWolverines76","BlueMoonBrewCo",0,2017-05-08 01:16:11,"Mon"
"6873"," Sounds like a wonderful day, Brett! I hope it is a good one.",1,"bwr0411","BlueMoonBrewCo",0,2017-05-08 01:12:52,"Mon"
"6874"," Send us a email from our contact form ",0,"ff4126","BlueMoonBrewCo",0,2017-05-08 01:06:43,"Mon"
"6875","Summer's just around the corner. Kick it off right with our new aluminum pints—on shelves now. ",158,NA,"BlueMoonBrewCo",46,2017-05-06 20:00:06,"Sat"
"6876"," We're always glad to hear we have been of service, Cliff. Cheers!",1,"cliffyisinc","BlueMoonBrewCo",1,2017-05-06 13:26:07,"Sat"
"6877"," Excellent choice, we so do approve :)",1,"verkinski","BlueMoonBrewCo",0,2017-05-06 13:13:22,"Sat"
"6878"," Glad we could help make the troubles of the day disappear, Monika!",1,"tailsfrm33000ft","BlueMoonBrewCo",0,2017-05-06 13:11:04,"Sat"
"6879"," Looks like a good time is being had Johnny! Cheers!",0,"unoriginal26","BlueMoonBrewCo",0,2017-05-06 13:09:10,"Sat"
"6880"," Glad to hear you're a fan! Let us know if you try any of our other tasty brews!",0,"Mat1025","BlueMoonBrewCo",0,2017-05-06 13:07:34,"Sat"
"6881"," Glad to hear you enjoyed it, Robert. Cheers!",1,"Jag3Dagster","BlueMoonBrewCo",0,2017-05-06 13:02:13,"Sat"
"6882"," Thank you for those kind words, Sarah! Cheers!",0,"sarahosaurus","BlueMoonBrewCo",0,2017-05-06 01:23:06,"Sat"
"6883"," Try our store locator  That will help you find Cinnamon Horchata Ale nearby.",0,"codywmorgan","BlueMoonBrewCo",0,2017-05-06 01:12:49,"Sat"
"6884"," The brew you're thinking of was named 'Blonde Stout'. Cheers!",1,"tlane207","BlueMoonBrewCo",0,2017-05-05 19:34:01,"Fri"
"6885"," Hi! Check out the sugar content here: ",0,"ghost_pubs","BlueMoonBrewCo",0,2017-05-05 19:32:16,"Fri"
"6886"," Hi! Blue Moon has no say in how a pub or bar serves are brews. We recommend making a suggestion to the owner. Cheers!",0,"XoMrsMathisoX","BlueMoonBrewCo",0,2017-05-05 19:27:53,"Fri"
"6887"," Great capture! Cheers!",1,"illuminatrixx","BlueMoonBrewCo",0,2017-05-05 19:22:51,"Fri"
"6888"," Interesting suggestion, Jordan! Cheers!",0,"jor_daaamn","BlueMoonBrewCo",0,2017-05-05 13:32:18,"Fri"
"6889"," Thanks for posting - It looks like you enjoyed it!",0,"Arqnunez27","BlueMoonBrewCo",0,2017-05-05 01:45:35,"Fri"
"6890"," We're glad to see that you enjoyed it - Thanks for sharing!",0,"KatieKat_69","BlueMoonBrewCo",0,2017-05-05 01:45:09,"Fri"
"6891"," Our Belgian-Style White is unfiltered, which can cause natural sediment to form. Please call with any questions 1-800-253-6666",0,"JCapone35","BlueMoonBrewCo",0,2017-05-05 01:38:55,"Fri"
"6892"," We're glad to see that you enjoyed it!",0,"mejones65","BlueMoonBrewCo",0,2017-05-05 01:35:39,"Fri"
"6893"," We are so glad to hear that you think so! It will be here all summer - Cheers!",1,"socksmcgill","BlueMoonBrewCo",1,2017-05-05 01:35:19,"Fri"
"6894"," Us too! This summer is going to be refreshingly sweet.",0,"IkeRich","BlueMoonBrewCo",0,2017-05-05 01:10:40,"Fri"
"6895"," We hope you found it impressive... most impressive.",1,"Vader6829","BlueMoonBrewCo",0,2017-05-05 01:08:10,"Fri"
"6896"," We hope you enjoyed it - cheers!",0,"BrunoLyons","BlueMoonBrewCo",0,2017-05-05 01:06:41,"Fri"
"6897"," Well, hey friend! Honey Wheat will be available until August. Cheers!",1,"IkeRich","BlueMoonBrewCo",0,2017-05-04 19:10:56,"Thurs"
"6898"," Our apologies! For issues outside of the US, please contact us here: ",0,"misswilliams77","BlueMoonBrewCo",0,2017-05-04 16:44:29,"Thurs"
"6899"," We say, go for it! (in moderation) Cheers!",0,"austincainn","BlueMoonBrewCo",0,2017-05-04 13:33:04,"Thurs"
"6900"," That looks so good, Russell! Thanks for sharing with us.",0,"MPIFBlog","BlueMoonBrewCo",0,2017-05-04 01:09:29,"Thurs"
"6901"," Thanks for sharing such a lovely photo! Cheers!",1,"_kzirbes","BlueMoonBrewCo",0,2017-05-04 01:05:00,"Thurs"
"6902"," Hey Justin! Head over to  Cheers!",0,"DeweyWelliver","BlueMoonBrewCo",0,2017-05-03 13:24:03,"Wed"
"6903"," We're so glad you're loving our Brewmaster Sampler! Cheers!",0,NA,"BlueMoonBrewCo",0,2017-05-03 13:19:21,"Wed"
"6904"," No worries! It's coming back in November. We've got you covered.",1,"everyoneactdead","BlueMoonBrewCo",0,2017-05-03 01:20:34,"Wed"
"6905"," That's a nice substitute, Jason. Cheers!",1,"southeastboiler","BlueMoonBrewCo",0,2017-05-03 01:12:03,"Wed"
"6906"," That's the perfect combination! Cheers!",0,"illknox","BlueMoonBrewCo",0,2017-05-03 01:03:57,"Wed"
"6907","  So glad we gave you such a nostalgic feeling! Cheers!",1,"MidnightsFury","BlueMoonBrewCo",0,2017-05-02 19:09:52,"Tues"
"6908"," Sorry! Our Belgian-Style White is unfiltered and, at times, natural sediment forms inside. Give us a call at 1-800-253-6666.",0,"EnockEvans","BlueMoonBrewCo",0,2017-05-02 13:16:38,"Tues"
"6909","  Cheers! We're glad to see that you're enjoying our brew in your neck of the woods!",1,"mbainesy","BlueMoonBrewCo",0,2017-05-01 20:16:12,"Mon"
"6910"," Sounds like a great time, Stephen! Thanks for sharing a moment with us.",2,"ArtVandelay1277","BlueMoonBrewCo",1,2017-05-01 01:05:56,"Mon"
"6911"," We're full of surprises! Glad we could bring your summer favorite back. Cheers!",0,"mdniu","BlueMoonBrewCo",0,2017-04-29 19:28:28,"Sat"
"6912"," That doesn't sound right, we're sorry you experienced that! Give us a call at 1-800-253-6666 we'll help!",0,"lorindacastro","BlueMoonBrewCo",0,2017-04-29 19:14:02,"Sat"
"6913","Join us for a Blue Moon at our BlueMoonRiNo brewery patio this summer. Cheers! ",48,NA,"BlueMoonBrewCo",13,2017-04-29 19:00:04,"Sat"
"6914"," Thanks for your feedback, Simon. Cheers!",0,"simonkelso","BlueMoonBrewCo",0,2017-04-29 13:28:28,"Sat"
"6915"," We love that your such a fan, Jason! Cheers!",0,"AGeekOfNature","BlueMoonBrewCo",0,2017-04-29 13:27:46,"Sat"
"6916"," That's a lovely view you have there, Jessica! Cheers!",1,"lady_aurora","BlueMoonBrewCo",0,2017-04-29 13:26:10,"Sat"
"6917"," That photo looks delicious, Diogo. Thanks for posting!",0,"diogo_carniel","BlueMoonBrewCo",0,2017-04-29 13:23:49,"Sat"
"6918"," Now that's a star pairing! Cheers!",1,"fidothedogstert","BlueMoonBrewCo",0,2017-04-29 13:03:37,"Sat"
"6919"," Glad to hear you enjoyed, Adam! Cheers!",1,"Elbatcho","BlueMoonBrewCo",0,2017-04-29 13:02:02,"Sat"
"6920"," Delicious pic! Thanks for sharing. Cheers!",0,"CorvusCav","BlueMoonBrewCo",0,2017-04-29 13:00:42,"Sat"
"6921"," Hey there! We recommend reaching out to your distributor for glasses. Cheers!",0,"railwaybellpub","BlueMoonBrewCo",0,2017-04-28 19:20:04,"Fri"
"6922"," Hey Frado! Head to  for stock in your area. Cheers!",0,"FradoInTheCut","BlueMoonBrewCo",0,2017-04-28 19:18:39,"Fri"
"6923"," we’re thrilled that you enjoy the taste of our Mango Wheat brew. Hope you enjoy all of our delicious brews!",1,"baby_kas","BlueMoonBrewCo",0,2017-04-28 13:29:57,"Fri"
"6924"," discuss your taste issue further. Thanks! (2/2)",0,"CourtneyColley","BlueMoonBrewCo",0,2017-04-28 13:27:28,"Fri"
"6925"," We don't like hearing this. We'd love to dig further into this issue. Please call us at 1-800-253-6666 and we can (1/2)",0,"CourtneyColley","BlueMoonBrewCo",0,2017-04-28 13:27:04,"Fri"
"6926"," Glad to see you're enjoying our Cinnamon Horchata Ale! Cheers!",0,"whatitdoDK","BlueMoonBrewCo",1,2017-04-28 13:25:27,"Fri"
"6927"," Great Photo! Thanks for sharing. Cheers!",0,"winni3","BlueMoonBrewCo",0,2017-04-28 13:02:17,"Fri"
"6928"," That sounds like the start of a beautiful friendship to us! Cheers",0,"SamuelRay_W","BlueMoonBrewCo",0,2017-04-28 13:01:19,"Fri"
"6929"," Cheers!",0,"KatieKat_69","BlueMoonBrewCo",0,2017-04-28 01:12:45,"Fri"
"6930"," Cheers! Thanks for sharing!",1,"Electric_Coward","BlueMoonBrewCo",0,2017-04-28 01:08:51,"Fri"
"6931"," Looks like you enjoyed it - cheers!",0,"sim641","BlueMoonBrewCo",0,2017-04-28 01:05:23,"Fri"
"6932"," Thanks for sharing -  glad to see that you enjoyed it!",0,"MandyMRush","BlueMoonBrewCo",0,2017-04-28 01:03:19,"Fri"
"6933"," We're glad to see that you enjoyed it!",0,"steves_twits","BlueMoonBrewCo",0,2017-04-28 01:02:24,"Fri"
"6934"," Hi Tyler! That ale is on tap at the RiNo brewery and we don't have plans to commercialize it this year. Hope this helps!",1,"tlane207","BlueMoonBrewCo",0,2017-04-27 19:25:20,"Thurs"
"6935"," Oh, we're judging you Christiana because this is an EPIC pairing! Cheers!",1,"cricket_71","BlueMoonBrewCo",0,2017-04-27 19:11:51,"Thurs"
"6936"," That is awesome, Alex! Cheers!",0,"TheReal_Ablank","BlueMoonBrewCo",0,2017-04-27 01:10:56,"Thurs"
"6937"," Great looking brew there, Tony! Thanks for sharing!",0,"anthonyf1991","BlueMoonBrewCo",0,2017-04-27 01:07:40,"Thurs"
"6938"," We think you are great too, Pamela! Thanks for sharing your awesome photo with us!",0,"pamslabyrinth","BlueMoonBrewCo",0,2017-04-27 01:05:53,"Thurs"
"6939"," Hey Brian! Head to ",1,"b_dohr","BlueMoonBrewCo",0,2017-04-26 19:19:39,"Wed"
"6940"," We'll raise a glass with you any time, Mark! Cheers!",1,"MarksArts","BlueMoonBrewCo",0,2017-04-26 01:10:24,"Wed"
"6941"," Looks like you are having some fun, Emma! Cheers!",1,"emmamhodge","BlueMoonBrewCo",0,2017-04-26 01:06:49,"Wed"
"6942"," Looks good, Kurt! Thanks for sharing. Cheers!",0,NA,"BlueMoonBrewCo",0,2017-04-26 01:05:25,"Wed"
"6943"," Perfect word choice, Aimee! Glad you are enjoying the taste of our Mango Wheat!",1,"AimsterSkitz0rz","BlueMoonBrewCo",1,2017-04-26 01:04:08,"Wed"
"6944"," Thanks for sharing your photo! That sure lights up our nights. Cheers!",1,"jhennforASTRONO","BlueMoonBrewCo",0,2017-04-25 19:27:13,"Tues"
"6945"," Wow! We're amazed at your merman photo and thanks for the shout out! Cheers!",1,"whiskyallen","BlueMoonBrewCo",0,2017-04-25 19:25:18,"Tues"
"6946"," Nice capture, Joseph! Cheers!",0,"FoutsFilms","BlueMoonBrewCo",0,2017-04-25 13:08:59,"Tues"
"6947"," We’d be happy to answer any questions over the phone. Please call us at 1-800-253-6666. Cheers!",0,"TheWalrusssssss","BlueMoonBrewCo",0,2017-04-25 13:04:15,"Tues"
"6948"," We’re sorry about that. Our Belgian-Style White is an unfiltered beer, which sometimes causes the natural sediment to form",0,"TheWalrusssssss","BlueMoonBrewCo",0,2017-04-25 13:03:48,"Tues"
"6949"," So happy we were able to make you a believer! Welcome to the Blue Moon family. Cheers!",1,"SZ_1878","BlueMoonBrewCo",0,2017-04-25 01:25:58,"Tues"
"6950"," Beautiful words! So glad we could inspire your pen. Cheers!",1,"AlexanderForgia","BlueMoonBrewCo",0,2017-04-25 01:11:26,"Tues"
"6951"," That's great to hear - we're glad you enjoyed it!",0,"jrocke217","BlueMoonBrewCo",0,2017-04-24 19:22:55,"Mon"
"6952"," We couldn't agree more! What is your favorite one of our brews? Belgian White or one of the seasonals?",0,"Yamonett","BlueMoonBrewCo",0,2017-04-24 19:22:21,"Mon"
"6953","  Looks great! We're glad to see you enjoyed it!",1,"B_Rad_NL","BlueMoonBrewCo",0,2017-04-24 19:19:18,"Mon"
"6954"," This person sounds like they have great taste, Austin! Thank them from us too when you see them ������",1,"austincainn","BlueMoonBrewCo",0,2017-04-24 13:12:44,"Mon"
"6955"," Nice choice, Josh! What did you think?",0,"jrocke217","BlueMoonBrewCo",0,2017-04-24 13:11:12,"Mon"
"6956"," We're sorry you were disappointed, Marissa! We'll be sure to share this with the team. Thanks for the feedback!",1,"rissaboo327","BlueMoonBrewCo",0,2017-04-24 13:10:51,"Mon"
"6957"," What a great close-up, Bryan! Thanks for sharing.",0,"brandnwname","BlueMoonBrewCo",0,2017-04-24 01:10:12,"Mon"
"6958"," Drop us a line! Go to  for more details.",0,"theJeffreyGreen","BlueMoonBrewCo",2,2017-04-23 19:22:25,"Sun"
"6959"," What a compliment, Marcus! We'll keep coming up with amazing brews for you! Thank you for your loyalty!",1,"the_parrots","BlueMoonBrewCo",1,2017-04-23 01:20:08,"Sun"
"6960"," Sounds like a great pairing to us! Cheers!",0,"TheBeerShak","BlueMoonBrewCo",0,2017-04-23 01:13:44,"Sun"
"6961"," Can we get more information about this? Send us a message here:  Cheers!",0,"Chris177uk","BlueMoonBrewCo",0,2017-04-22 19:27:33,"Sat"
"6962"," Be sure to let us know what you think of our Mango Wheat brew! Cheers!",1,"emmitaic","BlueMoonBrewCo",0,2017-04-22 13:16:45,"Sat"
"6963"," What a beautiful photo! Cheers!",0,"FolkLive","BlueMoonBrewCo",0,2017-04-22 01:02:49,"Sat"
"6964"," A great choice! Thanks for sharing.",0,"YeoKrast","BlueMoonBrewCo",0,2017-04-22 01:02:05,"Sat"
"6965"," We love how you put that, Star! Cheers!",1,"Starlong17","BlueMoonBrewCo",0,2017-04-21 13:19:56,"Fri"
"6966"," We're glad to see that you enjoyed it! Cheers!",0,"blobrutto","BlueMoonBrewCo",0,2017-04-21 01:13:21,"Fri"
"6967"," That is great to hear! Was this your first time having it?",1,"Starlong17","BlueMoonBrewCo",0,2017-04-21 01:12:21,"Fri"
"6968"," Hey Regan! Try our locator so you can find it! ",0,NA,"BlueMoonBrewCo",0,2017-04-20 19:24:50,"Thurs"
"6969"," Let's talk more about this! Give us a call at 1-800-253-6666",0,"TPlunks","BlueMoonBrewCo",0,2017-04-20 13:21:22,"Thurs"
"6970"," Glad we can help! Which brew did you wind down from your day with?",0,NA,"BlueMoonBrewCo",0,2017-04-20 13:11:33,"Thurs"
"6971"," There's nothing like our Blue Moon taste, Tony! Cheers!",0,"TPlunks","BlueMoonBrewCo",0,2017-04-20 13:08:45,"Thurs"
"6972"," Glad to hear you're digging it, Eric. Cheers!",0,"InterfaceEric","BlueMoonBrewCo",0,2017-04-20 02:39:58,"Thurs"
"6973"," Glad we could help! Cheers!",0,"chrisoliva","BlueMoonBrewCo",0,2017-04-19 19:25:08,"Wed"
"6974"," Hey there, Chris! Head to  for awesome Blue Moon merchandise. Cheers!",1,"chrisoliva","BlueMoonBrewCo",0,2017-04-19 13:38:20,"Wed"
"6975"," What are smart pooch! Cheers!",1,"LolaLeFrenchie","BlueMoonBrewCo",0,2017-04-19 13:35:05,"Wed"
"6976"," Thank you for drinking it, Nina! Cheers!",1,"ninababyxo","BlueMoonBrewCo",1,2017-04-19 13:26:13,"Wed"
"6977"," Fantastic, David! It means a lot to us for you to say that. Thank you for those kind words.",0,"dlrossco","BlueMoonBrewCo",0,2017-04-19 01:22:03,"Wed"
"6978"," A classic choice!! Cheers!",0,"paulgwen","BlueMoonBrewCo",0,2017-04-19 01:08:44,"Wed"
"6979"," Glad you are enjoying it, David! Have you tried our other varieties?",0,"dlrossco","BlueMoonBrewCo",0,2017-04-19 01:07:58,"Wed"
"6980"," May we say you have great taste! Cheers!",1,"50Centavos","BlueMoonBrewCo",0,2017-04-18 13:06:20,"Tues"
"6981"," Now that's a beautiful sight!",1,"Biracialguy","BlueMoonBrewCo",0,2017-04-18 13:03:24,"Tues"
"6982"," Awesome. Enjoy!",1,"Biracialguy","BlueMoonBrewCo",0,2017-04-18 01:30:14,"Tues"
"6983"," Awesome, enjoy!",1,"VaGIJane","BlueMoonBrewCo",0,2017-04-18 01:29:06,"Tues"
"6984"," Agreed!Isn't it great to have such amazing options? Cheers!",1,"GrandmaRei","BlueMoonBrewCo",1,2017-04-18 01:24:28,"Tues"
"6985"," Do you mean cups, Sean?",1,"Biracialguy","BlueMoonBrewCo",0,2017-04-18 01:17:28,"Tues"
